"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CXorf38",0.000204734225808052,0.501710902431203,0.04,0.127,1
"BIN3",0.000211377491648724,0.551341490332324,0.04,0.127,1
"FIP1L1",0.000211676546947504,0.778060533178836,0.092,0.219,1
"APOL2",0.00021758467995449,0.413319801494709,0.049,0.142,1
"GNA13",0.00021840324911647,1.02790718821791,0.075,0.188,1
"AP5M1",0.00022375126905689,0.767411802653428,0.066,0.173,1
"COG1",0.000224364515945617,0.423633925198544,0.035,0.115,1
"CUL1",0.000231583045692707,0.710548224762418,0.078,0.192,1
"FRAT2",0.000242905153740983,0.269179364759245,0.029,0.104,1
"DHX38",0.000244888728909006,0.31335620468456,0.052,0.146,1
"CCDC137",0.00025363129325139,0.744624216570096,0.043,0.131,1
"GLG1",0.000253693031635952,0.326617002000892,0.194,0.396,1
"CELF2",0.000258716680444157,1.70248827636668,0.318,0.231,1
"CPSF3",0.000259109455118499,0.503807719941138,0.052,0.146,1
"HNRNPH3",0.000259784717713457,0.29142334946067,0.243,0.477,1
"GNAI3",0.000260784040571355,0.65270722485611,0.188,0.385,1
"FKBP5",0.000261036346783579,0.65309095843318,0.081,0.196,1
"CIR1",0.000262187463488164,0.465004415819929,0.182,0.373,1
"ELF2",0.000279138032731746,0.281482848960546,0.075,0.185,1
"CDKN2C",0.000287164631516565,-0.298683491816221,0.032,0.108,1
"AC090498.1",0.000298701539825323,0.391319004360495,0.243,0.477,1
"ATRX",0.000301910996773966,0.300399250205099,0.243,0.477,1
"ARHGAP4",0.000323279725587647,3.56205250963721,0.15,0.065,1
"DDX59",0.000329640718751481,0.720873215587971,0.04,0.123,1
"FUT11",0.000329640718751481,0.647257933177197,0.04,0.123,1
"HMOX2",0.000343761378381964,0.377177495971792,0.168,0.342,1
"EPS15",0.000349699132813041,0.716835940611889,0.118,0.258,1
"FAM107B",0.000360348896792117,0.385630766251738,0.194,0.388,1
"DCTN3",0.000363041663098249,0.323271571984926,0.237,0.462,1
"DNAJC1",0.000368819706744363,0.497478279376683,0.176,0.358,1
"ANKRD28",0.000385428782890796,0.723320537267418,0.092,0.212,1
"COX8A",0.000389902505996488,-0.306296349840041,0.529,0.765,1
"FAM46C",0.000390483031930106,3.20571202616891,0.22,0.135,1
"EXOSC3",0.000394039635113174,0.78128952070234,0.069,0.173,1
"AKIRIN1",0.000401403480129809,0.751421484768112,0.173,0.358,1
"CDC27",0.000427347298649276,0.703721685678774,0.061,0.158,1
"ADNP2",0.000427350019320579,0.416340514075118,0.029,0.1,1
"EIF3F",0.000431139825821833,0.787993109892454,0.59,0.677,1
"CMIP",0.000443371662137356,0.836088170782036,0.098,0.223,1
"FAM104A",0.000449846436979929,0.787875793226002,0.11,0.242,1
"DYM",0.000470269936584675,0.374841363434212,0.046,0.131,1
"APOBEC3C",0.000472031696855724,3.40278336764071,0.234,0.154,1
"CDS2",0.000478988037749669,0.618475976680632,0.075,0.181,1
"CCNK",0.000485102029801813,0.764624616764045,0.072,0.177,1
"GRWD1",0.000500973962640814,0.816892102611706,0.038,0.115,1
"EPB41L4A-AS1",0.000505189897917418,0.593601406670168,0.182,0.369,1
"ARHGAP10",0.000533276758831524,0.25568251807322,0.04,0.119,1
"FAM76B",0.000534457853053618,0.35972240289003,0.032,0.104,1
"ANKRD12",0.000539227862182328,1.64083637818556,0.425,0.423,1
"FASTKD2",0.000541144179698187,0.959421242191854,0.032,0.104,1
"CDC42SE2",0.000541288631377393,1.87339688512924,0.379,0.354,1
"C16orf87",0.000542580863845798,0.756023004047278,0.066,0.165,1
"CTDSP1",0.000543853589372084,0.420910229700351,0.124,0.262,1
"DONSON",0.000556569534865829,0.349765545417335,0.049,0.135,1
"ATPIF1",0.000556726292875385,-0.35648981792677,0.457,0.708,1
"DDX39A",0.000566583643912024,0.70501851355733,0.136,0.285,1
"FGD3",0.00057004584969341,3.27041905506343,0.101,0.031,1
"AC093673.5",0.000610626380812633,1.02565032446181,0.049,0.135,1
"GRB2",0.000621405150308038,0.606904127037022,0.165,0.331,1
"DCTN6",0.000627320128634266,0.759566550129753,0.13,0.273,1
"CCDC88B",0.000646646817164685,0.830291443714529,0.069,0.169,1
"BBC3",0.000652760946287174,1.04837755004764,0.069,0.169,1
"ABHD17B",0.000657206915218879,0.342966648471126,0.043,0.123,1
"ATG16L1",0.000660712372870139,0.412739662888567,0.035,0.108,1
"ATG5",0.000663023943882011,0.852812437451353,0.104,0.227,1
"HDAC1",0.000678725714374131,0.352252571936668,0.191,0.369,1
"FCMR",0.000705695973098137,4.03578241912638,0.139,0.062,1
"CRY1",0.000720568751518947,0.321014087605997,0.038,0.112,1
"DNAJC17",0.000722452501473278,0.372462062392582,0.046,0.127,1
"BCAS2",0.000724378275361936,0.660302500947514,0.188,0.369,1
"CTR9",0.000742036093963236,0.687534550551975,0.084,0.192,1
"CEBPZ",0.000762421976404345,0.58125943671685,0.124,0.262,1
"ANGEL2",0.000781805492388716,0.804606614183982,0.055,0.142,1
"GLOD4",0.000808436406039358,0.59275253878084,0.118,0.25,1
"ADGRG1",0.000818998919217953,0.926969649487402,0.145,0.296,1
"BTBD10",0.000825805513040997,1.03403144796129,0.066,0.162,1
"BLOC1S4",0.000831982421557279,0.711320270907525,0.13,0.269,1
"ANAPC5",0.000847270681667703,0.626814011400324,0.156,0.312,1
"FAM204A",0.000878391051141783,0.892433600869749,0.162,0.327,1
"HCG18",0.000886353164996992,0.612488748639606,0.069,0.165,1
"CDIP1",0.000895507643762935,0.398739841962588,0.04,0.115,1
"C18orf32",0.000898387828735247,0.70593753416714,0.049,0.131,1
"CMTR2",0.000930974631136705,0.485188935913124,0.061,0.15,1
"ECD",0.000950599181397381,0.680318453510978,0.032,0.1,1
"DNMT1",0.000964394384792744,0.549759246346429,0.107,0.227,1
"FAM126B",0.00102698511016372,0.549234579062513,0.084,0.188,1
"ATF7IP2",0.00102789542372213,0.286625071789935,0.066,0.158,1
"DUSP4",0.00109383313567643,2.93387604545669,0.188,0.108,1
"DEF6",0.00115089111277738,2.92072812774061,0.185,0.108,1
"DUSP5",0.00118564007171865,0.538469340389054,0.081,0.181,1
"FAM21C",0.00122531877901601,0.290302250104635,0.038,0.108,1
"ASH2L",0.00125155440895293,0.446539610087582,0.046,0.123,1
"DDB2",0.00129004249346719,1.06075778199426,0.066,0.158,1
"GABARAP",0.00132983011540056,0.441360726590509,0.061,0.146,1
"ANP32E",0.0013416424010716,0.595480549516109,0.156,0.308,1
"C5orf56",0.00135415405545605,2.71681813785145,0.202,0.127,1
"ARHGEF1",0.00135746371374236,1.68211386328513,0.312,0.25,1
"ATP6V0E1",0.00140689953965209,-0.252932347721885,0.572,0.788,1
"FRG1",0.00146299801494886,0.527534843966715,0.139,0.273,1
"CRTC3",0.00148548359493777,0.968286128356371,0.069,0.162,1
"FAM49B",0.00149140469432998,2.07409236467859,0.358,0.338,1
"EML2",0.00150395532514011,0.754811046455597,0.061,0.146,1
"ATP6V0E2",0.00151784840705731,0.882477905172439,0.118,0.242,1
"EHD1",0.00153479887718494,0.694743454849684,0.127,0.258,1
"C15orf57",0.00154877031133564,0.52796562273399,0.064,0.15,1
"CBFB",0.00160604968366124,1.10774266955261,0.095,0.204,1
"DDX10",0.00179599861043064,0.484321398720143,0.035,0.1,1
"CCDC91",0.00191156622743276,1.17592728638126,0.11,0.227,1
"ATM",0.00195280728171021,2.52883045633632,0.228,0.158,1
"FBXW7",0.00197195515718417,0.913359609686887,0.081,0.177,1
"CCNG1",0.00198640270748567,0.768637916180549,0.153,0.3,1
"C9orf142",0.00201899579908057,1.47504959144104,0.399,0.392,1
"CHORDC1",0.00208226226155971,1.49833443350024,0.098,0.208,1
"ERVK3-1",0.00210291171825726,1.21004375561591,0.046,0.119,1
"CRNKL1",0.00211005025101472,0.803327977753524,0.046,0.119,1
"AKAP8",0.00213502623686867,0.69155587070722,0.061,0.142,1
"HMHA1",0.00214924802384739,2.03178116339871,0.251,0.181,1
"FAM172A",0.00221706161933733,0.737373034105597,0.084,0.181,1
"A1BG",0.00229117380665068,0.306273387535849,0.064,0.146,1
"DCAF16",0.00236737579490767,1.1829614016064,0.049,0.123,1
"CEP290",0.00244770299525518,0.428335070262704,0.04,0.108,1
"EIF4E3",0.00244770299525518,0.432882490601659,0.04,0.108,1
"EAPP",0.00256807232539885,0.432106333059,0.199,0.369,1
"DDIT4",0.00257406770071452,1.14021053449485,0.425,0.415,1
"DDX24",0.00259029740597911,1.31336816591081,0.454,0.504,1
"CNOT2",0.00263762276353868,0.807997937633908,0.185,0.35,1
"DUSP11",0.00269214885549521,1.07959672756802,0.113,0.227,1
"ADPGK",0.00273385024639824,0.656655407895162,0.116,0.231,1
"EP400",0.00303330996192968,1.01839477658436,0.055,0.131,1
"FABP5",0.00306720840340833,-1.28585813975566,0.153,0.273,1
"CD83",0.00319107275694801,0.356776613493988,0.061,0.138,1
"FARS2",0.00329805186511807,1.07470313391373,0.046,0.115,1
"CCDC97",0.00331905121468322,0.755978369357277,0.058,0.135,1
"GOLGA8B",0.00332854353261407,-0.446289927755642,0.055,0.127,1
"CCDC159",0.00337813247517522,0.514970472599919,0.049,0.119,1
"ARL6IP6",0.00343435093857414,0.814625515597603,0.087,0.181,1
"ANKRD13C",0.00347411679040291,0.698930698807305,0.038,0.1,1
"EIF3M",0.00352894166085132,0.262831204743381,0.298,0.535,1
"ASF1A",0.00355943465923158,0.681574952300507,0.107,0.212,1
"EWSR1",0.00357077266929075,0.662728234618008,0.205,0.381,1
"H3F3A",0.00358857480045948,-0.359953600732003,0.89,0.935,1
"ATG12",0.00374312758326681,0.629289054261237,0.231,0.423,1
"GGA1",0.00384663998224397,0.747631032945676,0.156,0.292,1
"EIF3D",0.00392457797628107,0.424775070496372,0.303,0.558,1
"HNRNPA0",0.00398991135682251,1.05232966366928,0.5,0.592,1
"ERCC5",0.00408532987089509,0.329684119186228,0.043,0.108,1
"DHRS4",0.00410441910938243,0.454640353489372,0.055,0.127,1
"COQ10B",0.0041079367244767,1.10699965440562,0.121,0.238,1
"APBA2",0.00426111063073073,3.17657423678804,0.116,0.054,1
"BAZ1A",0.00439455318259598,0.252315813193646,0.249,0.438,1
"CASP3",0.00442718734051225,1.01444126456394,0.081,0.169,1
"ELP6",0.00443961822713395,0.496452774018382,0.075,0.158,1
"ATP2B4",0.00453607805393059,0.594888059389844,0.098,0.196,1
"GMEB1",0.00471023754193556,1.47302597787291,0.043,0.108,1
"CTA-29F11.1",0.00476170632327117,0.776623360646847,0.098,0.196,1
"EED",0.00477220725049361,0.623336492536721,0.046,0.112,1
"AIP",0.00499413266837746,0.940222208275446,0.214,0.396,1
"GNB2L1",0.00507760411592692,-0.366738052283665,0.96,0.942,1
"HDAC10",0.00543335049415627,0.663657221178327,0.049,0.115,1
"CHRAC1",0.00560858519316195,1.18047391826523,0.09,0.181,1
"CRCP",0.00656051528632888,0.968513403285604,0.055,0.123,1
"CAPZA1",0.00677788858988455,0.418707986884122,0.266,0.465,1
"C3orf38",0.00695211700281156,0.63958990927572,0.043,0.104,1
"GOLGA7",0.00710064170214177,0.674803546640199,0.202,0.362,1
"ARPC1B",0.00712732269905685,-0.623215189698201,0.587,0.754,1
"ANAPC4",0.00737180735457778,0.718114992125721,0.046,0.108,1
"BST2",0.00741839800400899,-0.370518034990119,0.332,0.5,1
"HERPUD1",0.00755292979626023,0.254306007091656,0.332,0.581,1
"ASUN",0.00755743403976583,0.938180410750776,0.046,0.108,1
"DHX8",0.00775923574145337,1.00400305418503,0.046,0.108,1
"EEF1B2",0.0079385676803871,0.323710622696619,0.801,0.835,1
"CCBL2",0.00794980021093476,0.588502602250609,0.049,0.112,1
"HNRNPM",0.00874696932994126,0.359822900576746,0.303,0.535,1
"CIB1",0.00906916276421671,-0.301425477533468,0.494,0.708,1
"EIF3G",0.00933723191934766,0.862045373398451,0.523,0.631,1
"AIM1",0.00975912775477684,1.60563278458057,0.066,0.138,1
"DNAJB14",0.0107959626041467,0.856324095416692,0.124,0.227,1
"HMGB1",0.0109677129787991,0.301691178046781,0.763,0.842,1
"CUTC",0.0112276565261964,0.67151987274618,0.046,0.104,1
"CMC2",0.0121946627176226,0.766193062254509,0.182,0.319,1
"CCDC66",0.0127267040005628,0.766988140958557,0.101,0.188,1
"CMTM7",0.0127703908080718,1.12805457334624,0.113,0.208,1
"CSK",0.0128117978806342,2.67124059916769,0.185,0.131,1
"GALT",0.0129022242500667,1.23178575791615,0.078,0.154,1
"DDX6",0.0134737426958254,1.55047692746613,0.338,0.335,1
"B3GALT4",0.0134752059475838,2.04419723411151,0.078,0.154,1
"CARD8",0.0138736211158944,2.67020869537232,0.147,0.092,1
"BPGM",0.0143849230664711,1.42957972390426,0.113,0.208,1
"HERC1",0.0148301193786651,0.599537705750549,0.058,0.119,1
"HLA-DQA1",0.0151881352030395,1.42735794321284,0.243,0.192,1
"CCDC94",0.0151977553398829,0.374235950418794,0.061,0.123,1
"C19orf60",0.0153134753435212,0.48635230715402,0.295,0.519,1
"ACAA2",0.0155191605680128,0.558317066787252,0.118,0.212,1
"AMD1",0.0157112158566048,0.565710981888334,0.237,0.408,1
"CHST12",0.0160675897879604,1.87824127977328,0.289,0.262,1
"CDC40",0.0173108320005523,1.14531623430636,0.095,0.177,1
"EPB41",0.0173484987668256,1.29744574265811,0.095,0.177,1
"CCDC59",0.0174129976058277,0.966674793970375,0.208,0.365,1
"ACSS1",0.01813940690204,0.783481039273187,0.066,0.131,1
"DYRK2",0.0182745467248725,1.14130505045799,0.046,0.1,1
"DENND4B",0.0186449489362748,1.32404105180521,0.046,0.1,1
"CCDC107",0.0189868754631252,0.454404759593339,0.254,0.431,1
"BANP",0.0189967172097087,0.954706626891188,0.049,0.104,1
"ARPC4",0.0190358791681672,1.43975205808474,0.408,0.477,1
"ARL14EP",0.0190498881988437,1.08534152094286,0.069,0.135,1
"DMXL1",0.0192638563877757,1.33907551589754,0.049,0.104,1
"CLK3",0.0196696306222035,0.968000730902312,0.11,0.196,1
"DIAPH1",0.0205826384592653,1.03737252724555,0.136,0.238,1
"GK5",0.0210348757382588,0.602319835638236,0.058,0.115,1
"CALCOCO1",0.0211530083627197,1.087775521764,0.072,0.138,1
"CTDSPL2",0.0215962842686383,1.16923735633523,0.055,0.112,1
"ELP2",0.0225243472378409,0.972054119110434,0.104,0.185,1
"ACP5",0.0235760207992551,0.976470290597377,0.147,0.254,1
"DDX46",0.0236260656509248,0.552662515394738,0.286,0.488,1
"C6orf226",0.0246111856856266,0.580703911562514,0.092,0.165,1
"ATXN1",0.0254644031587805,0.986333549943829,0.107,0.188,1
"C19orf66",0.0259139278276396,1.95228508239288,0.249,0.215,1
"GGA2",0.0259303048795499,0.714097078638798,0.113,0.196,1
"ELMOD3",0.0276883500690025,0.936948029831858,0.049,0.1,1
"CD164",0.0284984249912854,0.378140968206856,0.321,0.535,1
"EIF4A1",0.029152250599956,0.449797875992851,0.332,0.577,1
"CTAGE5",0.0295146932876339,0.567085778763674,0.061,0.115,1
"ABI1",0.0296229077369043,0.867476599760269,0.133,0.227,1
"CPQ",0.0297450471363895,1.28942347223194,0.069,0.131,1
"FBXO3",0.0306544717095623,1.65309885668702,0.069,0.131,1
"GTPBP8",0.030936025041645,1.39962186502756,0.052,0.104,1
"ABCA2",0.0313218197934547,-1.05550906601086,0.055,0.104,1
"CNN2",0.0315245901139894,0.532754517980083,0.263,0.435,1
"ARPC3",0.0315947307442299,0.314210235165,0.708,0.796,1
"EXOSC9",0.0319223502257634,0.999195654167458,0.055,0.108,1
"DLGAP1-AS1",0.0320031876416808,1.32277371957211,0.055,0.108,1
"DEDD2",0.0321427183297226,1.08765438342657,0.139,0.235,1
"FHL3",0.0326439377863425,0.896262275977969,0.058,0.112,1
"CYTH1",0.0326524788608587,1.0245036058615,0.139,0.235,1
"DPP7",0.0336764002018684,0.545091849970064,0.263,0.435,1
"CCSER2",0.0339837915341283,0.891673083443408,0.159,0.265,1
"AKR1B1",0.0341607675203737,-0.489173107606476,0.188,0.292,1
"ARID4A",0.0344719783916617,0.709005616371211,0.142,0.235,1
"EIF1AY",0.0354063120068067,0.546588243613694,0.118,0.2,1
"FNIP1",0.0357002829609311,0.930214110379677,0.199,0.335,1
"ATXN7",0.0364506788061032,1.24438694279358,0.11,0.188,1
"COMMD6",0.0377412556548509,0.350193366636067,0.647,0.785,1
"GABPB1-AS1",0.0381468648559393,0.598510793911001,0.104,0.177,1
"CLK1",0.0409278887915375,1.60967700655878,0.341,0.362,1
"GLRX",0.0437434550873954,0.368348947150587,0.202,0.319,1
"BNIP2",0.0440195586184801,1.00983273194825,0.159,0.262,1
"DENND3",0.0443107130942033,0.712060176772922,0.061,0.112,1
"GTPBP1",0.0444798640331633,1.06993787198951,0.081,0.142,1
"DTX3",0.0456915083348877,0.443938768399361,0.069,0.123,1
"EIF3L",0.0470711899264832,0.258818631321329,0.393,0.646,1
"DCP2",0.04885265464209,1.21860537115822,0.061,0.112,1
"CHD1",0.0488724422506693,1.11168258321473,0.211,0.35,1
"AES",0.0492009803598277,0.870358506256884,0.48,0.612,1
"COMMD8",0.049565406716628,1.13737014647634,0.147,0.242,1
"DIP2A",0.0496569631675721,0.587683565267935,0.107,0.177,1
"ERICH1",0.0506079986258779,1.07066215130333,0.133,0.219,1
"B3GNT2",0.050892254657586,0.964390719096557,0.092,0.158,1
"CAP1",0.05444487645457,0.846390328971524,0.488,0.627,1
"ARPC5L",0.0561720062137936,0.586336500160859,0.315,0.515,1
"CREB1",0.05666037612278,1.0742203742651,0.098,0.165,1
"ARID5B",0.0569616745041114,1.49432891440589,0.199,0.327,1
"AKAP10",0.0604462076384569,0.772758797840818,0.058,0.104,1
"HAGHL",0.0614594720365204,1.09891962639434,0.055,0.1,1
"CAPZB",0.0625925303715081,0.695746367979994,0.5,0.608,1
"DZIP3",0.0636381403314028,1.17712522924572,0.055,0.1,1
"GYG1",0.0683180531735257,1.92721084668082,0.162,0.265,1
"ADA",0.0693785620349287,2.85499782221999,0.113,0.077,1
"FBXO33",0.0721604775896741,1.13435725443378,0.072,0.123,1
"GABPB1",0.0730186960701727,2.14479657533147,0.214,0.192,1
"CASP1",0.0740613001289999,2.11183742622828,0.202,0.177,1
"DHX36",0.0757614242238671,0.736267261702623,0.246,0.392,1
"CCDC85B",0.0759798297194915,1.05864934921914,0.405,0.473,1
"APMAP",0.0777831203299657,2.06381790453554,0.312,0.342,1
"CCNDBP1",0.0787029772178171,0.957055369659592,0.208,0.331,1
"CRBN",0.0809674288230386,0.821050758056388,0.156,0.242,1
"CWF19L2",0.0811786394538807,0.668158389386522,0.101,0.162,1
"C1orf21",0.0844729046568225,0.870589031824413,0.159,0.246,1
"DNAJB6",0.0880272216835199,1.00269714615178,0.436,0.546,1
"CYFIP2",0.0920900189915896,2.59021145720449,0.153,0.123,1
"GTF3C1",0.0930359135004052,2.25740933439448,0.087,0.142,1
"BCL2A1",0.0947045612240387,2.7650671499557,0.11,0.077,1
"HNRNPUL1",0.101279286357489,0.970742054324399,0.251,0.404,1
"GBP2",0.102735144602064,2.14107903526923,0.208,0.188,1
"ARL6IP5",0.104832195269824,0.890715701433834,0.451,0.55,1
"CDKN2D",0.108525319137088,2.6109358588743,0.142,0.112,1
"GTF2B",0.110509523144888,0.89119832909968,0.147,0.227,1
"DNTTIP2",0.111071757130483,1.15222059759732,0.176,0.273,1
"CALM3",0.117548700804082,0.435513433954131,0.332,0.527,1
"GIT2",0.118556249061854,1.46409392607382,0.092,0.146,1
"HOPX",0.127580085119801,-0.329203807070615,0.5,0.612,1
"HNRNPF",0.132288651595581,0.409590893516156,0.358,0.565,1
"ACTR6",0.136071813772031,1.40772912916133,0.078,0.123,1
"ABHD3",0.138468670044828,1.16600204713855,0.087,0.135,1
"HMBOX1",0.151461449008662,1.55623549919171,0.087,0.135,1
"FUS",0.151871035801973,0.464778120422272,0.555,0.727,1
"GPATCH8",0.152710198666529,1.29412791520047,0.153,0.231,1
"FGFR1OP2",0.1574740276673,1.53710367360645,0.165,0.25,1
"EPC1",0.157656150652454,1.55711204092086,0.289,0.308,1
"HOTAIRM1",0.165686104221291,0.821452204195457,0.081,0.123,1
"HLA-DRB1",0.169858867369985,0.388692772106555,0.569,0.627,1
"FOSL2",0.184398369916509,1.30360305457261,0.194,0.292,1
"ABTB1",0.186786650201636,1.58459378784638,0.095,0.142,1
"BAX",0.188351918935202,0.734368208870507,0.303,0.473,1
"CYB561D2",0.192141139547495,1.28229162714379,0.15,0.219,1
"ARHGEF3",0.196983505708241,2.61285663932167,0.136,0.115,1
"DDX3Y",0.206654318359832,0.70932164479134,0.092,0.135,1
"DENND4A",0.216374699621799,1.21919755775012,0.078,0.115,1
"CHMP1B",0.22747956132894,0.968839952435651,0.234,0.342,1
"EPSTI1",0.236483785193716,1.71327721536104,0.11,0.088,1
"DDX3X",0.243998637480323,1.16360194959147,0.315,0.504,1
"CDC42SE1",0.245065940520826,1.97359448588434,0.286,0.327,1
"BTN3A1",0.245733195573117,2.27201170244081,0.101,0.081,1
"CHIC2",0.246124229477869,1.80481261935174,0.095,0.138,1
"GPBP1",0.250992072796845,0.792935839216593,0.295,0.446,1
"ABRACL",0.252790301112779,1.16447926169001,0.341,0.408,1
"ARF6",0.252874198760643,1.08855909193271,0.396,0.512,1
"GTF3A",0.253923668605602,0.468937625259274,0.382,0.6,1
"CKLF",0.258592484841076,0.62911291793257,0.358,0.535,1
"CENPC",0.271409624017908,1.00537732526914,0.081,0.115,1
"BIN1",0.278519898759712,1.15006742052469,0.202,0.288,1
"CASP4",0.279981175988856,0.622043416485514,0.318,0.481,1
"CEP78",0.288296065112668,1.4897958120382,0.078,0.112,1
"CERS5",0.291081699035275,1.83290188700777,0.072,0.104,1
"C9orf78",0.292611297948199,1.39330841516615,0.315,0.369,1
"EIF4A2",0.2995139974265,0.351510695882924,0.581,0.719,1
"CH17-189H20.1",0.304916801665789,1.68278283541793,0.24,0.258,1
"G3BP2",0.306750563986039,1.38454214851117,0.228,0.338,1
"ABHD14B",0.310721729694757,1.38430220699974,0.202,0.292,1
"CMTM3",0.316041552134524,1.28558128187241,0.191,0.273,1
"BIRC3",0.321301678369217,1.02066618269541,0.266,0.273,1
"BUB3",0.321452572117451,1.68512283838921,0.272,0.308,1
